2012,Solar Inverter,"13/275,147",Systems for Optimized Solar Power Inversion,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120032515%22.PGNR.&OS=DN/20120032515&RS=DN/20120032515
2012,Solar Mounting/Rack,"13/277,878",Combination mounting and grounding clip,"Lafayette, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120097816%22.PGNR.&OS=DN/20120097816&RS=DN/20120097816
2012,Solar Mounting/Rack,"13/283,638",PHOTOVOLTAIC MODULE GROUND MOUNT,"(Mendham, NJ)",NJ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120036717%22.PGNR.&OS=DN/20120036717&RS=DN/20120036717
2012,Solar Inverter,"13/285,065",System and Method for Combining Electrical Power from Photovoltaic Sources,Ottawa,N/A,Canada,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120104863%22.PGNR.&OS=DN/20120104863&RS=DN/20120104863
2012,Solar Mounting/Rack,"13/285,942",ISOLATION MOUNT AND METHODS THEREFOR,"Golden, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120110931%22.PGNR.&OS=DN/20120110931&RS=DN/20120110931
2012,Solar Monitoring,"13/294,237","Controller, power inverter, photovoltaic power supply system, and method for controlling deactivation of at least one photovoltaic module ",Freiberg,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120126629%22.PGNR.&OS=DN/20120126629&RS=DN/20120126629
2012,Solar Mounting/Rack,"13/297,397",SUPPORT SYSTEM FOR CARPORT WITH SOLAR PANELS,"West Hartford, CT",CT,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120124922%22.PGNR.&OS=DN/20120124922&RS=DN/20120124922
2012,Solar Mounting/Rack,"13/298,392",FASTENING OF PANEL-TYPE ELEMENTS,Schwaebisch Hall,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120125409%22.PGNR.&OS=DN/20120125409&RS=DN/20120125409
2012,Solar Mounting/Rack,"13/302,041",ROOFTOP SYSTEM WITH INTEGRATED PHOTOVOLTAIC MODULES AND METHOD FOR CONSTRUCTING THE SAME ,"(Tossicia, IT)",N/A,Italy,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174504%22.PGNR.&OS=DN/20120174504&RS=DN/20120174504
2012,Solar Mounting/Rack,"13/303,360",SYSTEM AND METHOD FOR FRAMELESS LAMINATED SOLAR PANELS,"(Midway, UT)",UT,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120060902%22.PGNR.&OS=DN/20120060902&RS=DN/20120060902
2012,Solar Inverter,"13/308,517",Distributed Power Harvesting Systems Using DC Power Sources ,Hod Hasharon,N/A,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120175963%22.PGNR.&OS=DN/20120175963&RS=DN/20120175963
2012,Solar Inverter,"13/309,909",Configurable Power Supply Assembly,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120075894%22.PGNR.&OS=DN/20120075894&RS=DN/20120075894
2012,Solar Inverter,"13/310,691",Renewable Energy Power Generation Systems ,Cambridge,N/A,Great Britain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120098346%22.PGNR.&OS=DN/20120098346&RS=DN/20120098346
2012,Solar Monitoring,"13/314,406 ","CHARGING/DISCHARGING SYSTEM FOR SOLAR LIGHT POWER GENERATOR IN SMART GRID ENVIRONMENT WITH REAL-TIME PRICING, DUPLEX CONVERTOR OF CHARGING/DISCHARGING SYSTEM, AND CHARGING/DISCHARGING METHOD FOR SOLAR LIGHT POWER GENERATOR",Gyeonggi-do,N/A,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120153888%22.PGNR.&OS=DN/20120153888&RS=DN/20120153888
2012,Solar Mounting/Rack,"13/316,007",Panel Mounting System and Method,"Philadephia, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120175322%22.PGNR.&OS=DN/20120175322&RS=DN/20120175322
2012,Solar Mounting/Rack,"13/317,142",Photovoltaic module mounting system,"San Rafeal, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120061337%22.PGNR.&OS=DN/20120061337&RS=DN/20120061337
2012,Solar Monitoring,"13/318,260",CONTROL APPARATUS AND CONTROL METHOD ,Osaka-shi,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120047386%22.PGNR.&OS=DN/20120047386&RS=DN/20120047386
2012,Solar Inverter,"13/318,589",INTEGRATED PHOTOVOLTAIC MODULE,"Boulder, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120042588%22.PGNR.&OS=DN/20120042588&RS=DN/20120042588
2012,Solar Mounting/Rack,"13/319,894",SOLAR MODULE ATTACHMENT DEVICE AND MOUNTING METHOD,Courbevoie,N/A,France,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120085395%22.PGNR.&OS=DN/20120085395&RS=DN/20120085395
2012,Solar Inverter,"13/321,885",APPARATUS AND METHOD FOR MANAGING AND CONDITIONING PHOTOVOLTAIC POWER HARVESTING SYSTEMS ,(Pontedera),N/A,Italy,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120068543%22.PGNR.&OS=DN/20120068543&RS=DN/20120068543
2012,Solar Mounting/Rack,"13/326,094",Roofing Product with Integrated Photovoltaic Elements and Flashing System,"(Limerick, PA)",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120210660%22.PGNR.&OS=DN/20120210660&RS=DN/20120210660
2012,Solar Mounting/Rack,"13/329,696",INTEGRATED CARTRIDGE FOR ADHESIVE-MOUNTED PHOTOVOLTAIC MODULES,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120111393%22.PGNR.&OS=DN/20120111393&RS=DN/20120111393
2012,Solar Mounting/Rack,"13/331,826",ASSEMBLIES FOR CONSTRUCTING SOLAR PANEL MOUNTING SYSTEMS,"(Mascoutah, IL)",IL,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120107043%22.PGNR.&OS=DN/20120107043&RS=DN/20120107043
2012,Solar Inverter,"13/333,330",PHOTOVOLTAIC POWER GENERATION SYSTEM,Changwon-si,N/A,South Korea,"http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%22333,330%22.APN.&OS=APN/%22333,330%22&RS=APN/%22333,330%22"
2012,Solar Inverter,"13/346,532",AC Power Systems for Renewable Electrical Energy ,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120104864%22.PGNR.&OS=DN/20120104864&RS=DN/20120104864
2012,Solar Inverter,"13/347,191",METHOD OF OPERATING AN INVERTER BY TURNING OFF THE SWITCHING AROUND A ZERO TRANSITION OF THE ALTERNATING OUTPUT CURRENT ,Wagen,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120106222%22.PGNR.&OS=DN/20120106222&RS=DN/20120106222
2012,Solar Mounting/Rack,"13/347,383",PHOTOVOLTAIC MODULES AND MOUNTING SYSTEMS,"Milpitas, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174967%22.PGNR.&OS=DN/20120174967&RS=DN/20120174967
2012,Solar Inverter,"13/348,214",SERIALLY CONNECTED INVERTERS ,Hod Hasharon,N/A,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120175964%22.PGNR.&OS=DN/20120175964&RS=DN/20120175964
2012,Solar Mounting/Rack,"13/354,186",System for mounting a photovoltaic module to a surface,"Albuquerque, NM",NM,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120318757%22.PGNR.&OS=DN/20120318757&RS=DN/20120318757
2012,Solar Mounting/Rack,"13/357,683","Mounting Assembly for Supporting a Solar Panel, and Method of Employing Same","Philadelphia, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120186632%22.PGNR.&OS=DN/20120186632&RS=DN/20120186632
2012,Solar Monitoring,"13/361,289 ",ELECTRONIC DEVICE FOR OPTIMIZING THE OUTPUT POWER OF A SOLAR CELL AND METHOD FOR OPERATING THE ELECTRONIC DEVICE ,Freising,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120212206%22.PGNR.&OS=DN/20120212206&RS=DN/20120212206
2012,Solar Inverter,13/361313,PHOTOVOLTAIC DC/DC MICRO-CONVERTER,"Boston, MA",MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120161527%22.PGNR.&OS=DN/20120161527&RS=DN/20120161527
2012,Solar Monitoring,"13/362,214 ",Regulation of Inverter DC Input Voltage in Photovoltaic Arrays ,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120205974%22.PGNR.&OS=DN/20120205974&RS=DN/20120205974
2012,Solar Mounting/Rack,"13/362,530",TERRESTRIAL SOLAR TRACKING PHOTOVOLTAIC ARRAY WITH CHAIN DRIVE,"(Rockaway, NJ)",NJ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120160991%22.PGNR.&OS=DN/20120160991&RS=DN/20120160991
2012,Solar Inverter,"13/366,522",REVERSE CURRENT SENSOR,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120139347%22.PGNR.&OS=DN/20120139347&RS=DN/20120139347
2012,Solar Mounting/Rack,"13/377,336",Mounting assembly for a solar panel and method for mounting thereof,Dongguan,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120266956%22.PGNR.&OS=DN/20120266956&RS=DN/20120266956
2012,Solar Inverter,"13/384,697",Voltage compensation,"Newtown, Powys",N/A,Great Britain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120280571%22.PGNR.&OS=DN/20120280571&RS=DN/20120280571
2012,Solar Mounting/Rack,"13/392,289",SOLAR MODULE ATTACHMENT DEVICE AND MOUNTING METHOD,Courbevoie,N/A,France,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174968%22.PGNR.&OS=DN/20120174968&RS=DN/20120174968
2012,Solar Mounting/Rack,"13/395,404",SOLAR ENERGY COLLECTOR WITH COMPREHENSIVE EFFECTS,Jiangsu,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120167953%22.PGNR.&OS=DN/20120167953&RS=DN/20120167953
2012,Solar Inverter,"13/395,438","DC-AC Inverter Assembly, in Particular Solar Cell Inverter",Stuttgart,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120228938.PGNR.
2012,Solar Mounting/Rack,"13/399,073",Solar Panel Racking System with Integrated Grounding Bar Rail,"Suffern, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120211252%22.PGNR.&OS=DN/20120211252&RS=DN/20120211252
2012,Solar Mounting/Rack,"13/399,970",Counterbalanced dual axis solar tracking system,"Flagstaff, AZ",AZ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120235017%22.PGNR.&OS=DN/20120235017&RS=DN/20120235017
2012,Solar Monitoring,"13/401,602",DATA HANDLING SYSTEM,Bergen,N/A,Norway,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120216024%22.PGNR.&OS=DN/20120216024&RS=DN/20120216024
2012,Solar Mounting/Rack,"13/402,769",SOLAR TRACKER DRIVE ,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120216852%22.PGNR.&OS=DN/20120216852&RS=DN/20120216852
2012,Solar Mounting/Rack,13/402846,"Pivot-Fit Frame, System and Method for Photovoltaic Arrays ","San Rafael, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120298817%22.PGNR.&OS=DN/20120298817&RS=DN/20120298817
2012,Solar Mounting/Rack,"13/403,463",Trapezoidal rib mounting bracket,"(Colorado Springs, CO)",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120267490%22.PGNR.&OS=DN/20120267490&RS=DN/20120267490
2012,Solar Mounting/Rack,"13/408,264",PHOTOVOLTAIC PANEL CLAMP ,"San Rafeal, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120152333%22.PGNR.&OS=DN/20120152333&RS=DN/20120152333
2012,Solar Mounting/Rack,"13/409,421",System and Method for Supporting a Plurality of Arrays of Photovoltaic Devices Above a Ground Surface ,"Malvern, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=1&f=G&l=50&d=PG01&S1=20120167960&OS=20120167960&RS=20120167960
2012,Solar Monitoring,13/410452,String Failure Monitoring ,Niestetal,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120197557%22.PGNR.&OS=DN/20120197557&RS=DN/20120197557
2012,Solar Inverter,"13/412,480",Measurement of insulation resistance of configurable photovoltaic panels in a photovoltaic array,"Hayward, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120223734.PGNR.
2012,Solar Mounting/Rack,13/423660,Shingle with Photovoltaic Element(s) and Array of Same Laid Up on a Roof ,"Valley Forge, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174505%22.PGNR.&OS=DN/20120174505&RS=DN/20120174505
2012,Solar Inverter,"13/424,483","Switching Circuit, Control Apparatus, and Power Generation System ",Osaka,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120176079%22.PGNR.&OS=DN/20120176079&RS=DN/20120176079
2012,Solar Mounting/Rack,"13/426,274",Mechanical photovoltaic module cartridge and method of construction,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120233940%22.PGNR.&OS=DN/20120233940&RS=DN/20120233940
2012,Solar Inverter,"13/427,139",PHOTOVOLTAIC MODULE ,Seoul,N/A,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120262948%22.PGNR.&OS=DN/20120262948&RS=DN/20120262948
2012,Solar Inverter,"13/427,163",Photovoltaic module and control method thereof,Seoul,N/A,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120262949%22.PGNR.&OS=DN/20120262949&RS=DN/20120262949
2012,Solar Inverter,"13/427,259",Method for searching global maximum power point,Zurich,N/A,Switzerland,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120242152%22.PGNR.&OS=DN/20120242152&RS=DN/20120242152
2012,Solar Monitoring,"13/427,314",SELF-DIAGNOSTIC APPARATUS FOR ELECTRICAL STORAGE SYSTEM ,Osaka,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120235687%22.PGNR.&OS=DN/20120235687&RS=DN/20120235687
2012,Solar Mounting/Rack,"13/427,347",Solar cell interconnection process,Sydney,N/A,Australia,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120234369%22.PGNR.&OS=DN/20120234369&RS=DN/20120234369
2012,Solar Mounting/Rack,"13/429,881",Roof mounted photovoltaic system with accessible panel electronics,"(Grass Valley, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120240490%22.PGNR.&OS=DN/20120240490&RS=DN/20120240490
2012,Solar Inverter,"13/430,388","Safety Mechanisms, Wake Up and Shutdown Methods in Distributed Power Installations ",Hod Hasharon,N/A,Israel,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120212066%22.PGNR.&OS=DN/20120212066&RS=DN/20120212066
2012,Solar Inverter,"13/437,357",Photovoltaic module,Seoul,N/A,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120325288%22.PGNR.&OS=DN/20120325288&RS=DN/20120325288
2012,Solar Mounting/Rack,"13/437,992",Wall Panel Systems for Rigid Wall Panels,London,N/A,Canada,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120186170%22.PGNR.&OS=DN/20120186170&RS=DN/20120186170
2012,Solar Inverter,13/439250,"METHOD FOR MEASURING A CURRENT, IN PARTICULAR BY MEANS OF A GROUNDING APPARATUS ",Niestetal,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120200960%22.PGNR.&OS=DN/20120200960&RS=DN/20120200960
2012,Solar Inverter,"13/440,378","Safety Mechanisms, Wake Up and Shutdown Methods in Distributed Power Installations ",Hod Hasharon,N/A,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120248863%22.PGNR.&OS=DN/20120248863&RS=DN/20120248863
2012,Solar Inverter,"13/447,598",Photovoltaic system with overvoltage protection,Dresden,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120261996%22.PGNR.&OS=DN/20120261996&RS=DN/20120261996
2012,Solar Monitoring,"13/448,801 ",Method and Apparatus for In-Situ Health monitoring of Solar Cells in Space ,"Chargin Falls, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120256648%22.PGNR.&OS=DN/20120256648&RS=DN/20120256648
2012,Solar Mounting/Rack,"13/448,918",Mounting System for Photovoltaic Panels,"(Jacksonville, FL)",FL,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120199181%22.PGNR.&OS=DN/20120199181&RS=DN/20120199181
2012,Solar Inverter,"13/455,731",Photovoltaic module,Seoul,N/A,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120274264%22.PGNR.&OS=DN/20120274264&RS=DN/20120274264
2012,Solar Inverter,"13/457,155",Photovoltaic device,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120280567%22.PGNR.&OS=DN/20120280567&RS=DN/20120280567
