2011,Solar Inverter,"13/107,600",Switching Configuration and Method for the Production of an Alternating Voltage from at Least Supply Terminals with Temporally Variable Output DC Voltage ,Nurnberg,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110304214%22.PGNR.&OS=DN/20110304214&RS=DN/20110304214
2011,Solar Inverter,"13/108,135",SYSTEM AND METHOD OF DETERMINING MAXIMUM POWER POINT TRACKING FOR A SOLAR POWER INVERTER ,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110282502%22.PGNR.&OS=DN/20110282502&RS=DN/20110282502
2011,Solar Mounting/Rack,"13/108,771",MOUNTING FOOT FOR SOLAR MODULES AND MOUNTING SYSTEM HAVING A PLURALITY OF SUCH MOUNTING FEET ,Schaan,N/A,Liechtenstein,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110278411%22.PGNR.&OS=DN/20110278411&RS=DN/20110278411
2012,Solar Inverter,"13/117,972",Method and device for determining a control scheme for an active power filter,Baden,N/A,Switzerland,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120300514%22.PGNR.&OS=DN/20120300514&RS=DN/20120300514
2011,Solar Mounting/Rack,"13/118,791",MODULAR PANELS FOR PROTECTING A STRUCTURE,"(Tulsa, OK)",OK,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110226425%22.PGNR.&OS=DN/20110226425&RS=DN/20110226425
2011,Solar Mounting/Rack,"13/126,255",ROOF MOUNTING SYSTEM FOR SOLAR MODULES,(Friesenried),N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110277400%22.PGNR.&OS=DN/20110277400&RS=DN/20110277400
2012,Solar Mounting/Rack,"13/128,211",TENSIONED MOUNTING OF SOLAR PANELS,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120090176%22.PGNR.&OS=DN/20120090176&RS=DN/20120090176
2012,Solar Mounting/Rack,"13/128,461",SUPPORT FOR MOUNTING A SOLAR PANEL,Koln,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031469%22.PGNR.&OS=DN/20120031469&RS=DN/20120031469
2011,Solar Mounting/Rack,"13/131,065",SOLAR ENERGY COLLECTION SYSTEM,"Carlsbad, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110259396%22.PGNR.&OS=DN/20110259396&RS=DN/20110259396
2012,Solar Mounting/Rack,"13/135,942","Mounting, grounding and wire management systems for solar panel arrays","(Richboro, PA)",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120227791%22.PGNR.&OS=DN/20120227791&RS=DN/20120227791
2011,Solar Mounting/Rack,"13/138,413",MOUNTING FOR A DC-AC CONVERTER AND METHOD FOR FITTING A DC-AC CONVERTER,Pettenbach,N/A,Austria,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110294336%22.PGNR.&OS=DN/20110294336&RS=DN/20110294336
2012,Site Assessment,"13/139,986 ",METHODS AND SYSTEMS FOR SOLAR SHADE ANALYSIS ,"Menlo Park, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120121125%22.PGNR.&OS=DN/20120121125&RS=DN/20120121125
2011,Solar Mounting/Rack,"13/143,586",POWER SUPPLY SYSTEM AND PHOTOVOLTAIC DEVICE THEREFOR,Mainz,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110266876%22.PGNR.&OS=DN/20110266876&RS=DN/20110266876
2011,Solar Mounting/Rack,"13/148,726",PHOTOVOLTAIC MODULE AND THE WAY OF CONNECTING PHOTOVOLTAIC MODULES IN A PHOTOVOLTAIC SYSTEM ,Tarnow,N/A,Poland,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110308566%22.PGNR.&OS=DN/20110308566&RS=DN/20110308566
2011,Solar Monitoring,"13/152,360",DETECTION OF WELDED SWITCH CONTACTS IN A LINE CONVERTER SYSTEM,"Cary, NC",NC,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110298470%22.PGNR.&OS=DN/20110298470&RS=DN/20110298470
2012,Solar Inverter,"13/152,787",Photovoltaic Voltage Regulation,"Livermore, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120306279%22.PGNR.&OS=DN/20120306279&RS=DN/20120306279
2011,Solar Mounting/Rack,"13/155,515",SUPPORTING PLATE FOR MOUNTING SOLAR MODULES ON A FLAT SUBSTRATE AND SUPPORTING PLATE PANEL ,Berlin,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110303212%22.PGNR.&OS=DN/20110303212&RS=DN/20110303212
2012,Solar Inverter,"13/158,711",PARTIAL POWER MICRO-CONVERTER ARCHITECTURE ,"Milpitas, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120033466%22.PGNR.&OS=DN/20120033466&RS=DN/20120033466
2012,Solar Inverter,"13/159,396",High dynamic dc-voltage controller for photovoltaic inverter,"Livermore, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120310438%22.PGNR.&OS=DN/20120310438&RS=DN/20120310438
2011,Solar Inverter,"13/160,970","SYSTEMS AND METHODS FOR DYNAMIC POWER COMPENSATION, SUCH AS DYNAMIC POWER COMPENSATION USING SYNCHROPHASORS ","Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110316480%22.PGNR.&OS=DN/20110316480&RS=DN/20110316480
2011,Solar Inverter,"13/161,018",Safety Device for Plug and Play Solar Energy System,"(New Castle, CO)",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110241426%22.PGNR.&OS=DN/20110241426&RS=DN/20110241426
2012,Solar Inverter,"13/162,532",Power converter bus control,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120320641%22.PGNR.&OS=DN/20120320641&RS=DN/20120320641
2012,Solar Mounting/Rack,"13/168,164",Solar Module,St. Michael,N/A,Austria,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110315192%22.PGNR.&OS=DN/20110315192&RS=DN/20110315192
2012,Solar Inverter,"13/168,790",Connecting Mechanism Arrangeable To A Photovoltaic Module,Nurnberg,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120025617%22.PGNR.&OS=DN/20120025617&RS=DN/20120025617
2012,Solar Mounting/Rack,"13/171,428",THERMAL DEVICE AND PHOTOVOLTAIC MODULE HAVING THE SAME,Hong Kong,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120000508%22.PGNR.&OS=DN/20120000508&RS=DN/20120000508
2011,Solar Inverter,"13/180,168",MODULAR PHOTOVOLTAIC POWER SUPPLY ASSEMBLY,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110267855%22.PGNR.&OS=DN/20110267855&RS=DN/20110267855
2012,Solar Mounting/Rack,"13/180,955",Junction Cover for Photovoltaic Panel Modules,"Boulder, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120006386%22.PGNR.&OS=DN/20120006386&RS=DN/20120006386
2012,Solar Inverter,"13/181,216",SYSTEMS AND METHODS FOR ELECTRICAL POWER GRID MONITORING USING LOOSELY SYNCHRONIZED PHASORS ,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120033473%22.PGNR.&OS=DN/20120033473&RS=DN/20120033473
2012,Solar Inverter,"13/181,269",POWER INVERTER SYSTEMS WITH HIGH-ACCURACY REFERENCE SIGNAL GENERATION AND ASSOCIATED METHODS OF CONTROL ,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120008349%22.PGNR.&OS=DN/20120008349&RS=DN/20120008349
2012,Solar Mounting/Rack,"13/184,281",Modular Junction Box for a Photovoltaic Module,"Berwyn, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120033392%22.PGNR.&OS=DN/20120033392&RS=DN/20120033392
2011,Solar Mounting/Rack,"13/193,339",MOUNTING SYSTEM FOR A SOLAR PANEL ,"Saratoga, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110284058%22.PGNR.&OS=DN/20110284058&RS=DN/20110284058
2012,Solar Inverter,"13/194,725",HIGH EFFICIENCY WIDE LOAD RANGE BUCK/BOOST/BRIDGE PHOTOVOLTAIC MICRO-CONVERTER,"Dallas, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120126624%22.PGNR.&OS=DN/20120126624&RS=DN/20120126624
2012,Solar Mounting/Rack,"13/195,110",SOLAR PANEL RACKING ASSEMBLY AND SYSTEM,"(Saddlebrook, NJ)",NJ,USA,http://www.google.com/patents?id=zVcQAgAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA15#v=onepage&q=solar%20rack!&f=false
2012,Solar Mounting/Rack,"13/197,101",Support for Photovoltaic Module and Photovoltaic Module,New District Wuxi,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=1&f=G&l=50&d=PG01&S1=20120031472&OS=20120031472&RS=20120031472
2012,Solar Mounting/Rack,"13/197,175",FOLDING MOUNT FOR PHOTOVOLTAIC MODULES ,"(Mendham, NJ)",NJ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031862%22.PGNR.&OS=DN/20120031862&RS=DN/20120031862
2012,Site Assessment,"13/198,611",Solar Energy Computation and Planning System ,"Salt Lake City, UT",UT,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120035897%22.PGNR.&OS=DN/20120035897&RS=DN/20120035897
2012,Solar Mounting/Rack,"13/199,547","Profile rail, support element and solar module arrangement formed therewith, in particular for transversal mounting of solar modules ",Rangsdorf,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120060901%22.PGNR.&OS=DN/20120060901&RS=DN/20120060901
2012,Solar Inverter,"13/200,190",AC photovoltaic module and inverter assembly ,"Westford, MA",MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120147564%22.PGNR.&OS=DN/20120147564&RS=DN/20120147564
2012,Solar Mounting/Rack,"13/204,363",PHOTOVOLTAIC CELL MODULE ASSEMBLY,"Millington, NJ",NJ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031488%22.PGNR.&OS=DN/20120031488&RS=DN/20120031488
2011,Solar Inverter,"13/204,957",PHOTOVOLTAIC SYSTEM FOR FEEDING THREE-PHASE CURRENT INTO A POWER GRID,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110298292%22.PGNR.&OS=DN/20110298292&RS=DN/20110298292
2012,Solar Mounting/Rack,"13/209,730",Systems and Methods for Solar Energy Management,"Mountain View, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120211000%22.PGNR.&OS=DN/20120211000&RS=DN/20120211000
2012,Solar Inverter,"13/211,984","System, Method, Module, And Energy Exchanger For Optimizing Output Of Series-Connected Photovoltaic And Electrochemical Devices ","Fremont, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120043923%22.PGNR.&OS=DN/20120043923&RS=DN/20120043923
2012,Solar Mounting/Rack,13/212013,Switching Circuits For Extracting Power From An Electric Power Source And Associated Methods ,"Fremont, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120043818%22.PGNR.&OS=DN/20120043818&RS=DN/20120043818
2012,Solar Mounting/Rack,"13/214,308",SOLAR PANEL MOUNTING STRUCTURE ,FUKUOKA,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120198779%22.PGNR.&OS=DN/20120198779&RS=DN/20120198779
2012,Solar Monitoring,"13/216,306 ",SYSTEM AND METHODS FOR HIGH-PRECISION STRING-LEVEL MEASUREMENT OF PHOTOVOLTAIC ARRAY PERFORMANCE ,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120053867%22.PGNR.&OS=DN/20120053867&RS=DN/20120053867
2011,Solar Mounting/Rack,"13/216,376",SOLAR POWERED ELECTRICAL GENERATION DEVICE AND RELATED METHODS,"(Eagan, MN)",MN,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110308574%22.PGNR.&OS=DN/20110308574&RS=DN/20110308574
2012,Solar Monitoring,"13/222,832 ",SYSTEM FOR ADJUSTING SOLAR CELL MODULES ACCORDING TO THE SUN'S POSITION ,Obernburg,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120055461%22.PGNR.&OS=DN/20120055461&RS=DN/20120055461
2012,Solar Mounting/Rack,"13/227,652",INTEGRATED ELECTRONICS HOUSING FOR A SOLAR ARRAY ,"Freemont, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120072041%22.PGNR.&OS=DN/20120072041&RS=DN/20120072041
2012,Solar Mounting/Rack,"13/227,662",REMOTE ANGLE MAPPING PROCESS FOR A CPV ARRAY,"Freemont, CA",CA,USA,
2012,Solar Monitoring,"13/227,777 ",SCALABLE BACKEND MANAGEMENT SYSTEM FOR REMOTELY OPERATING ONE OR MORE PHOTOVOLTAIC GENERATION FACILITIES ,"Los Gatos, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120158205%22.PGNR.&OS=DN/20120158205&RS=DN/20120158205
2012,Solar Inverter,"13/228,596",Device and Method for Generating Alternating Current,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120001491%22.PGNR.&OS=DN/20120001491&RS=DN/20120001491
2012,Solar Inverter,"13/232,544",METHOD AND ARRANGEMENT FOR TRACKING THE MAXIMUM POWER POINT OF A PHOTOVOLTAIC MODULE ,Zurich,N/A,Switzerland,"http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=""232,544"".APN.&OS=APN/""232,544""&RS=APN/""232,544"""
2012,Site Assessment,"13/234,250",Method for Determining a Spatial Arrangement of Photovoltaic Module Groups in a Photovoltaic Installation ,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120068687%22.PGNR.&OS=DN/20120068687&RS=DN/20120068687
2012,Solar Inverter,"13/237,980",Circuit for converting a direct current voltage to an alternating current voltage,New Taipei City,N/A,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120281441%22.PGNR.&OS=DN/20120281441&RS=DN/20120281441
2012,Solar Inverter,"13/242,281",Device and Method For Improving The Performance Of An Inverter In A Photovoltaic System ,Sharon,N/A,Canada,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120187766%22.PGNR.&OS=DN/20120187766&RS=DN/20120187766
2012,Solar Inverter,"13/243,603",Photovoltaic inverter and method for controlling photovoltaic inverter,TAOYUAN HSIEN,N/A,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120235486%22.PGNR.&OS=DN/20120235486&RS=DN/20120235486
2012,Solar Inverter,"13/244,155",Solar Photovoltaic Inverters,Cambridge,TX,USA,"http://www.google.com/patents?id=q18IAgAAEBAJ&zoom=4&dq=%22Solar%20inverter%22%2C%20solar%20inverter%2C%20micro%20inverter%2C%20micro-inverter&pg=PA1#v=onepage&q=%22Solar%20inverter%22,%20solar%20inverter,%20micro%20inverter,%20micro-inverter&f=false"
2012,Solar Monitoring,"13/244,222 ",Renewable Energy Monitoring System ,"Cambridge, GB",N/A,Great Britain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120057520%22.PGNR.&OS=DN/20120057520&RS=DN/20120057520
2012,Solar Monitoring,"13/253,154 ",SYSTEM AND METHOD FOR MONITORING PERFORMANCE OF A PHOTOVOLTAIC ARRAY ,"Boulder, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120084027%22.PGNR.&OS=DN/20120084027&RS=DN/20120084027
2012,Solar Monitoring,"13/253,629 ",High Voltage Energy Harvesting and Conversion Renewable Energy Utility Size Electric Power Systems and Visual Monitoring and Control Systems for Said Systems ,"Maple Glen, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120080955%22.PGNR.&OS=DN/20120080955&RS=DN/20120080955
2012,Solar Mounting/Rack,"13/253,960",MOUNT FOR PITCHED ROOF AND METHOD OF USE,"Buffalo, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120102853%22.PGNR.&OS=DN/20120102853&RS=DN/20120102853
2011,Solar Monitoring,"13/254,666",Methods and Apparatus for Adaptive Operation of Solar Power Systems,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110316346%22.PGNR.&OS=DN/20110316346&RS=DN/20110316346
2012,Site Assessment,"13/256,134",SYSTEM FOR OPTIMIZING THE OPERATION OF SOLAR THERMAL ELECTRIC PLANTS ,Leganes,N/A,Spain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120303351%22.PGNR.&OS=DN/20120303351&RS=DN/20120303351
2012,Solar Mounting/Rack,"13/267,606",SNAP-IN MOUNTING SYSTEMS FOR LAMINATE SOLAR PANELS,"San Luis Obispo, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120085394%22.PGNR.&OS=DN/20120085394&RS=DN/20120085394
2012,Solar Mounting/Rack,"13/269,580",Solar Panel with Reconfigurable Interconnections,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120112557%22.PGNR.&OS=DN/20120112557&RS=DN/20120112557
2012,Solar Mounting/Rack,"13/271,331",INTEGRATED SHIPPING AND INSTALLATION RACKING,"Irwindale, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120085390%22.PGNR.&OS=DN/20120085390&RS=DN/20120085390
2012,Solar Inverter,"13/273,512",Method of and Apparatus for Connecting a Photovoltaic Device to an AC Power Grid,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120039101%22.PGNR.&OS=DN/20120039101&RS=DN/20120039101
2012,Solar Mounting/Rack,"13/273,525",System and method for mounting photovoltaic modules,"(Athens, OH)",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120266944%22.PGNR.&OS=DN/20120266944&RS=DN/20120266944
