PatId	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3
pat0534	2012	Solar Monitoring	Bergen	N/A	N/A	Norway	13	Solar Inverter	Y02E	H02J	G01R
pat0620	2010	Solar Mounting/Rack	Los Alamitos  CA	USA	USA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0528	2008	Solar Monitoring	Alice Springs  AU			AU	13	Solar Inverter	Y02E	H02J	G01R
pat0224	2012	Solar Monitoring	Waterford  MI	MI	MI	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0469	2010	Solar Inverter	Schenectady  NY	NY	NY	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0365	2012	Solar Inverter	Wagen			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0370	2008	Solar Inverter	Petaluma  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0231	2012	Solar Inverter	Niestetal			Germany	5	Solar Inverter	Y02E	H02J	H02M
pat0635	2011	Solar Mounting/Rack	Santa Rosa  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0139	2011	Solar Mounting/Rack	Vaughn			Canada	4	Solar Inverter	H02M	F05B	H02J
pat0078	2010	Solar Monitoring	Armonk  NY	NY	NY	USA	4	Solar Inverter	H02M	F05B	H02J
pat0113	2010	Site Assessment	Boulder  CO	CO	CO	USA	1	Site Assessment	G01W	G06Q	F24J
pat0052	2009	Solar Monitoring	Bergen	N/A	N/A	Norway	1	Site Assessment	G01W	G06Q	F24J
pat0391	2009	Solar Inverter	Roanoke  VA	VA	VA	USA	4	Solar Inverter	H02M	F05B	H02J
pat0456	2006	Solar Inverter	Bend  OR	OR	OR	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0517	2010	Solar Monitoring	Orinda  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0502	2007	Solar Monitoring	Cold Spring  NY	NY	NY	USA	1	Site Assessment	G01W	G06Q	F24J
pat0384	2010	Solar Inverter	Niskayuna  NY	NY	NY	USA	4	Solar Inverter	H02M	F05B	H02J
pat0443	2010	Solar Inverter	San Jose  CA	USA	USA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0488	2011	Solar Inverter  Solar Monitoring	Palatine  IL	IL	IL	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0426	2012	Solar Inverter	Niestetal			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0567	2010	Solar Monitoring	Richardson  TX	TX	TX	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0163	2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0176	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0572	2010	Solar Monitoring	Sunnyvale  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0433	2009	Solar Inverter	Austin  TX	TX	TX	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0593	2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0558	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0254	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0419	2011	Solar Inverter	Nurnberg			Germany	13	Solar Inverter	Y02E	H02J	G01R
pat0711	2007	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0650	2012	Solar Mounting/Rack	Grass Valley  CA	CA	CA	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0197	2011	Solar Mounting/Rack  Solar Monitoring	Berwyn  PA	PA	PA	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0645	2011	Solar Mounting/Rack				USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0149	2011	Solar Inverter	Niestetal			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0182	2011	Solar Monitoring	San Diego  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0704	2011	Solar Mounting/Rack	Osaka-sh			Japan	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0008	2005	Solar Inverter	Tokyo			Japan	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0586	2011	Solar Mounting/ Rack	Schenectady  NY	NY	NY	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0718	2011	Solar Mounting/Rack	Rangsdorf			Germany	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0014	2007	Solar Inverter  Solar Monitoring	Tokyo			Japan	13	Solar Inverter	Y02E	H02J	G01R
pat0692	2009	Solar Mounting/Rack	Westford  MA	MA	MA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0659	2011	Solar Mounting/Rack	Hamburg			Germany	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0551	2009	Solar Monitoring	Newark  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0410	2010	Solar Inverter	Kingston			Canada	3	Solar Inverter	H02M	H02J	Y02E
pat0405	2009	Solar Inverter	Santa Clara  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0544	2012	Solar Monitoring	Dhahran	N/A	N/A	Saudi Arabia	11	Solar Inverter	H02J	Y02E	Y02B
pat0248	2012	Solar Inverter  Solar Monitoring	Niskayuna  NY	NY	NY	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0687	2009	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0666	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0727	2008	Solar Mounting/Rack	Los Altos  CA	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0323	2006	Solar Inverter	Victoria  CA			CA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0262	2012	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0277	2012	Solar Monitoring	Holtsville  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0336	2012	Site Assessment	Leganes	N/A	N/A	Spain	1	Site Assessment	G01W	G06Q	F24J
pat0732	2012	Solar Mounting/Rack	Milpitas  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0673	2011	Solar Mounting/Rack	FUKUOKA			Japan	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0322	2012	Solar Inverter	Nurnberg  DE	N/A	N/A	Germany	6	Solar Monitoring	H04Q	Y04S	G01R
pat0263	2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	4	Solar Inverter	H02M	F05B	H02J
pat0667	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0726	2009	Solar Mounting/Rack	Los Alto Hills  CA	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0733	2009	Solar Mounting/Rack	Frankfurt			Germany	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0672	2010	Solar Mounting/Rack	Wilmington  DE	DE	DE	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0276	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0337	2010	Solar  Monitoring  Solar Inverter	Moriguchi City			Japan	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0550	2009	Solar Monitoring	Hayward  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0411	2010	Solar Inverter	Arezzo			Italy	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0015	2007	Solar Monitoring	Tokyo	N/A	N/A	Japan	6	Solar Monitoring	H04Q	Y04S	G01R
pat0719	2008	Solar Mounting/Rack	Santa Clara	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0693	2011	Solar Mounting/Rack	Freemont  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0658	2010	Solar Mounting/Rack	Hamburg			Germany	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0686	2009	Solar Mounting/Rack	Leutkirch			Germany	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0000	2005	Solar Inverter	Calgary			Canada	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0404	2011	Solar Inverter	Cambridge  MA	MA	MA	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0249	2012	Solar Inverter	Niestetal			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0545	2011	Solar Monitoring	Gyeonggi-do	N/A	N/A	South Korea	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0651	2012	Solar Mounting/Rack	Jacksonville  FL	FL	FL	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0255	2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0592	2008	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0559	2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	4	Solar Inverter	H02M	F05B	H02J
pat0314	2012	Site Assessment	Napa  CA	CA	CA	USA	1	Site Assessment	G01W	G06Q	F24J
pat0418	2012	Solar Inverter	Boston  MA	MA	MA	USA	4	Solar Inverter	H02M	F05B	H02J
pat0587	2010	Solar Mounting/Rack	Wilimington  DE	DE	DE	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0644	2011	Solar Mounting/Rack		USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0009	2006	Solar Monitoring  Solar Inverter	Jhongli			Taiwan	11	Solar Inverter	H02J	Y02E	Y02B
pat0705	2009	Solar Mounting/Rack	Nunawading	Australia	Australia	Australia	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0162	2011	Solar Inverter  Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0427	2012	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0566	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0573	2009	Solar Monitoring	Merced  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0432	2010	Solar Inverter	Austin  TX	TX	TX	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0036	2008	Solar Inverter	Ludenscheid			Germany	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0390	2006	Solar Inverter	Sarriguren			Spain	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0516	2009	Solar Monitoring	Portland  OR	OR	OR	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0112	2010	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0098	2010	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0053	2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0046	2009	Solar Mounting/Rack	New York  NY	NY	NY	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0107	2010	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0503	2007	Solar Monitoring	Carlsbad  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0442	2012	Solar Inverter	Bonn			Germany	13	Solar Inverter	Y02E	H02J	G01R
pat0489	2011	Solar Inverter  Solar Monitoring	Niestetal			Germany	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0385	2011	Solar Inverter	Fremont  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0225	2012	Solar Monitoring  Solar Inverter	Campodarsego			Italy	13	Solar Inverter	Y02E	H02J	G01R
pat0529	2012	Solar Monitoring	Austin  TX	TX	TX	USA	4	Solar Inverter	H02M	F05B	H02J
pat0364	2011	Solar Inverter	Wangen			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0468	2011	Solar Inverter	New Castle  CO	CO	CO	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0621	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0138	2011	Solar Inverter	Glen Mills  PA	PA	PA	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0634	2011	Solar Mounting/Rack	Goodyear  AZ	AZ	AZ	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0371	2010	Solar Inverter	Petaluma  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0230	2012	Site Assessment	Napa  CA	CA	CA	USA	1	Site Assessment	G01W	G06Q	F24J
pat0628	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0520	2010	Solar Monitoring	Yokohama	N/A	N/A	Japan	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0461	2010	Solar Inverter	Perrysburg  OH	OH	OH	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0378	2008	Solar Inverter	Schenectady  NY	NY	NY	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0474	2009	Solar Inverter	Roanoke  VA	VA	VA	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0535	2008	Solar Monitoring	Schenectady  NY	NY	NY	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0070	2010	Solar Inverter	Niestetal			Germany	6	Solar Monitoring	H04Q	Y04S	G01R
pat0617	2010	Solar Mounting/Rack	Coppell  TX	TX	TX	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0091	2010	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0495	2010	Solar Inverter  Solar Mounting/Rack	Ludenscheid			Germany	11	Solar Inverter	H02J	Y02E	Y02B
pat0399	2012	Solar Inverter	Seoul			South Korea	11	Solar Inverter	H02J	Y02E	Y02B
pat0352	2011	Solar Inverter	New Taipei City			Taiwan	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0206	2012	Solar Inverter	Boston  MA	MA	MA	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0480	2011	Solar Inverter  Solar Monitoring	Redmond  OR	OR	OR	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0347	2011	Solar Inverter	Baden			Switzerland	3	Solar Inverter	H02M	H02J	Y02E
pat0084	2010	Solar Monitoring	Stafford  TX	TX	TX	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0602	2007	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
