pid, patent #, tech area, city, state, country, url, status, cpc_class
pat422,0,Solar Inverter,Niestetal,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=77&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,valid,H02M 7/537 20130101; H02M 2001/007 20130101; Y02E 10/56 20130101
pat423,0,Solar Inverter,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=24&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat424,0,Solar Inverter,Niestetal,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120200960%22.PGNR.&OS=DN/20120200960&RS=DN/20120200960,valid,G01R 15/146 20130101; G01R 19/0092 20130101; G01R 27/18 20130101
pat425,0,Solar Inverter,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120243279%22.PGNR.&OS=DN/20120243279&RS=DN/20120243279,valid,H02M 3/158 20130101
pat426,0,Solar Inverter,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120228951.PGNR.,valid,H02J 3/383 20130101; H02M 1/36 20130101; Y02E 10/56 20130101
pat427,0,Solar Inverter,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120281443%22.PGNR.&OS=DN/20120281443&RS=DN/20120281443,valid,G01R 31/028 20130101; H02H 7/16 20130101
pat428,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120319489%22.PGNR.&OS=DN/20120319489&RS=DN/20120319489,no CPC,
pat429,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=45&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,
pat430,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=25&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat431,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=26&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat432,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=137&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02H 9/041 20130101; H02J 3/383 20130101
pat433,0,Solar Inverter,Austin TX,TX,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=52&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat434,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120275196%22.PGNR.&OS=DN/20120275196&RS=DN/20120275196,no CPC,
pat435,0,Solar Inverter,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120320641%22.PGNR.&OS=DN/20120320641&RS=DN/20120320641,no CPC,
pat436,0,Solar Inverter,Hod Hasharon,,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=6&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=1&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,
pat437,0,Solar Inverter,Hod Hasharon,,Israel,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120212066%22.PGNR.&OS=DN/20120212066&RS=DN/20120212066,valid,H02J 1/102 20130101; H02J 3/383 20130101; H02J 3/385 20130101; H02J 7/35 20130101
pat438,0,Solar Inverter,Hod Hasharon,,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120248863%22.PGNR.&OS=DN/20120248863&RS=DN/20120248863,valid,H02J 1/102 20130101; H02J 3/385 20130101; H02J 7/35 20130101
pat439,0,Solar Inverter,Bonn,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120299380%22.PGNR.&OS=DN/20120299380&RS=DN/20120299380,no CPC,
pat440,0,Solar Inverter,San Jose CA,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088753%22.PGNR.&OS=DN/20110088753&RS=DN/20110088753,valid,F24J 2/0477 20130101; F24J 2/202 20130101; F24J 2/4647 20130101; F24J 2002/0092 20130101; F24J 2002/467 20130101; H01L 31/0422 20130101; H01L 31/058 20130101; Y02E 10/44 20130101; Y02E 10/50 20130101; Y02E 10/60 20130101
pat441,0,Solar Inverter,Mountain View CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=296&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,F21S 8/083 20130101; F21S 8/086 20130101; F21S 9/037 20130101; F21S 48/328 20130101; F21V 23/0435 20130101; F21V 23/0442 20130101; F21V 29/004 20130101; F21V 29/2293 20130101; F21W 2111/00 20130101; F21W 2131/103 20130101; F21Y 2101/02 20130101; H01L 31/052 20130101; H01L 31/0586 20130101; Y02E 10/50 20130101
pat442,0,Solar Inverter,San Jose CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120235498.PGNR.,valid,H02J 3/383 20130101; H02J 3/50 20130101
pat443,0,Solar Inverter,Dallas TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=30&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,valid,H02J 3/383 20130101
pat444,0,Solar Inverter,Boulder CO,CO,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=76&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,valid,H02J 3/383 20130101; H02M 1/36 20130101; Y02E 10/56 20130101
pat445,0,Solar Inverter,Los Gatos CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=331&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat446,0,Solar Inverter,Castro Valley CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=74&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,valid,H02J 3/383 20130101; H02J 3/50 20130101
pat447,0,Solar Inverter,Livermore CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=336&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/01 20130101; H02J 3/38 20130101; H02M 7/00 20130101
pat448,0,Solar Inverter,Livermore CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=48&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,
pat449,0,Solar Inverter,Livermore CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120306279%22.PGNR.&OS=DN/20120306279&RS=DN/20120306279,no CPC,
pat450,0,Solar Inverter,Livermore CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120310438%22.PGNR.&OS=DN/20120310438&RS=DN/20120310438,no CPC,
pat451,0,Solar Inverter,Schenectady NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=523&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=11&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,valid,G06Q 50/06 20130101; H02J 3/382 20130101; H02J 13/0027 20130101; Y02E 40/72 20130101; Y04S 10/123 20130101
pat452,0,Solar Inverter,Bend OR,OR,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=498&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=10&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/0583 20130101; H01L 31/0586 20130101; H01M 10/0525 20130101; H01M 10/465 20130101; H02J 7/355 20130101; Y02E 10/50 20130101; Y02E 60/12 20130101; Y02T 10/7011 20130101
pat453,0,Solar Inverter,Bend OR,OR,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=499&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=10&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/382 20130101; H02M 1/36 20130101; H02M 3/156 20130101; H02M 2001/0022 20130101; H02M 2001/007 20130101; Y02B 10/14 20130101; Y02E 10/563 20130101
pat454,0,Solar Inverter,Redding CT,CT,USA,,invalid url,
pat455,0,Solar Inverter,Schenectady NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=458&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=10&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/02008 20130101; H01L 31/05 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101
pat456,0,Solar Inverter,Bend OR,OR,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=492&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=10&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01F 27/365 20130101; H01F 38/14 20130101; H05B 33/0896 20130101
pat457,0,Solar Inverter,San Jose CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=440&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=9&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 7/35 20130101; H02J 9/062 20130101; Y02B 10/72 20130101
pat458,0,Solar Inverter,Perrysburg OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=259&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 7/35 20130101; H02M 3/07 20130101; Y02E 10/566 20130101; Y02E 10/58 20130101
pat459,0,Solar Inverter,Cleveland OH,OH,USA ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=148&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,G05F 1/67 20130101; H02J 3/38 20130101; H02M 7/48 20130101; H02M 7/537 20130101; H02M 2001/007 20130101
pat460,0,Solar Inverter,Sarriguren,,Spain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=240&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=5&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H05K 7/20945 20130101
pat461,0,Solar Inverter,Metzingen,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=99&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/0485 20130101; H01L 31/0486 20130101; Y02E 10/50 20130101
pat462,0,Solar Inverter,Westford MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,
pat463,0,Solar Inverter,Cambridge,,United Kingdom,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=39&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,
pat464,0,Solar Inverter ,Bend OR,OR,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=128&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/383 20130101; H02J 3/50 20130101; H02J 13/0075 20130101; H02M 7/4807 20130101
pat465,0,Solar Inverter ,New Castle CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=wahl.IN.&s2=%22new+castle%22.INCI.&OS=IN/wahl+AND+IC/%22new+castle%22&RS=IN/wahl+AND+IC/%22new+castle%22,valid,H02J 3/383 20130101; Y02B 10/14 20130101; Y02B 10/30 20130101; Y02E 10/563 20130101; Y02E 10/763 20130101
pat466,0,Solar Inverter ,Schenectady NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=161&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=4&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02M 7/49 20130101; H02M 7/493 20130101; H02M 7/53873 20130101
pat467,0,Solar Inverter ,Schenectady NY,NY,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=90&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,G01R 31/405 20130101
pat468,0,Solar Inverter ,Changwon,,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=320&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/382 20130101; H02M 1/14 20130101; H02M 7/4807 20130101; H02M 7/53832 20130101; Y02E 10/563 20130101
pat469,0,Solar Inverter ,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=291&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,B66B 1/302 20130101
pat470,0,Solar Inverter ,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=132&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/382 20130101; H02M 7/48 20130101; Y02E 10/563 20130101
pat471,0,Solar Inverter; ,Roanoke VA,VA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=243&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=5&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 1/102 20130101; H02J 3/382 20130101; H02J 13/0079 20130101; Y02E 40/72 20130101; Y04S 10/123 20130101
pat472,0,Solar Inverter; ,Austin TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=215&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=5&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/02021 20130101; H02J 1/102 20130101; H02J 3/383 20130101; H02J 7/35 20130101; Y02E 10/50 20130101
pat473,0,Solar Inverter;  ,Devens MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=217&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=5&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/383 20130101; H02M 3/158 20130101; H02M 7/48 20130101; Y02B 70/1425 20130101; Y02E 10/563 20130101
pat474,0,Solar Inverter;  Solar Mounting/Rack,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=103&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,valid,H01L 31/02021 20130101; H01L 31/058 20130101; Y02B 10/20 20130101
pat475,0,Solar Inverter; Solar Monitoring,Dimbach,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=124&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,F24J 2/12 20130101; F24J 2/52 20130101; H01L 31/0522 20130101; Y02B 10/14 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101
pat476,0,Solar Inverter; Solar Monitoring,Bend OR,OR,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=104&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,
pat477,0,Solar Inverter; Solar Monitoring,Redmond OR,OR,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=79&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,valid,G01R 27/18 20130101; G01R 31/405 20130101
pat478,0,Solar Inverter; Solar Monitoring,Fort Collins CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=105&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,B01D 17/0214 20130101; B01D 17/042 20130101; E21B 36/00 20130101; E21B 43/34 20130101
pat479,0,Solar Inverter; Solar Monitoring,Menlo Park CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=966&f=G&l=50&d=PG01&s1=solar.CLM.+AND+monitor.CLM.+OR+monitoring.CLM.+OR+photovoltaic.CLM.+AND+monitor.CLM.+OR+monitoring.CLM.&p=20&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
