"PatId"	"Yeartxt"	"OrigTechArea"	"city"	"state"	"state"	"country"	"topicId"	"ourTechArea"	"origCPC1"	"origCPC2"	"origCPC3"	"ourCPCnum1"	"ourCPCnum2"	"ourCPCnum3"	"GeoCode"	"Year"	"TopicId-Id"	"count1"	"Patnum"
"pat0837"	"yr2012"	"Solar Inverter"	"Pettenbach"	"N/A"	"N/A"	"Austria"	11	"Solar Inverter"	"G01R"	"Y02E"	"H01L"	"Y02E"	"H02J"	"G05F"	"europe"	2012	"topic-11"	1	"num-13/500 651"
"pat0613"	"yr2011"	"Solar Mounting/Rack"	"Brick  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NJ"	2011	"topic-14"	1	"num-12/959 213"
"pat0214"	"yr2012"	"Solar Inverter"	"Rancocas  NJ"	"NJ"	"NJ"	"USA"	6	"Solar Inverter"	"H02M"			"H02J"	"Y02E"	"H02M"	"NJ"	2012	"topic-06"	1	"num-8130518"
"pat0417"	"yr2009"	"Solar Mounting/Rack"	"London"	"N/A"	"N/A"	"Great Britain"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"europe"	2009	"topic-02"	1	"num-12/350 339"
"pat0131"	"yr2011"	"Solar Monitoring"	"Detroit  MI"	"MI"	"MI"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"MI"	2011	"topic-06"	1	"num-7872375"
"pat0346"	"yr2008"	"Solar Monitoring"	"Cold Spring  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"G06Q"	"Y04S"		"Y04S"	"G06Q"	"Y02E"	"NY"	2008	"topic-05"	1	"num-11/673 649"
"pat0558"	"yr2011"	"Solar Mounting/Rack"	"Los Alamitos  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Unknown_CA"	2011	"topic-02"	1	"num-12/852 454"
"pat0055"	"yr2009"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"germany"	2009	"topic-11"	1	"num-7564013"
"pat0764"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-13/309 909"
"pat0359"	"yr2009"	"Solar Mounting/Rack"	"Los Gatos  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02E"	"Y02E"	"H01L"	"F24J"	"Bay_Area"	2009	"topic-12"	1	"num-11/859 724"
"pat0505"	"yr2011"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"NY"	2011	"topic-06"	1	"num-12/714 029"
"pat0343"	"yr2008"	"Solar Monitoring"	"Den Haag"	"N/A"	"N/A"	"Netherlands"	7	"Solar Inverter"	"Y02E"	"H01L"		"Y02E"	"H02J"	"H01L"	"europe"	2008	"topic-07"	1	"num-11/628 362"
"pat0723"	"yr2012"	"Solar Mounting/Rack"	"Millington  NJ"	"NJ"	"NJ"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"H01L"	"H02J"	"F24J"	"Y02E"	"H01L"	"NJ"	2012	"topic-02"	1	"num-13/204 363"
"pat0782"	"yr2012"	"Solar Mounting/Rack"	"Philadelphia  PA"	"PA"	"PA"	"USA"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"PA"	2012	"topic-02"	1	"num-13/357 683"
"pat0816"	"yr2012"	"Solar Inverter"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	10	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"middle_east"	2012	"topic-10"	1	"num-13/440 378"
"pat0249"	"yr2012"	"Solar Monitoring"	"Moorpark  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"Y02E"	"G06Q"	"H02J"	"H02J"	"Y02E"	"Y02B"	"SOCAL"	2012	"topic-03"	1	"num-8200373"
"pat0680"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"				"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-13/095 190"
"pat0771"	"yr2012"	"Solar Mounting/Rack"	"Courbevoie"	"N/A"	"N/A"	"France"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"europe"	2012	"topic-14"	1	"num-13/319 894"
"pat0059"	"yr2009"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"NM"	2009	"topic-14"	1	"num-7600349"
"pat0183"	"yr2011"	"Solar Mounting/Rack"	"Blomberg"	"N/A"	"N/A"	"Germany"	9	"Solar Mounting/Rack"	"H01R"	"Y02E"	"H01L"	"H01L"	"Y02E"	"H01R"	"germany"	2011	"topic-09"	1	"num-8033859"
"pat0839"	"yr2012"	"Solar Mounting/Rack"	"Osaka-shi"	"N/A"	"N/A"	"Japan"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"jp"	2012	"topic-02"	1	"num-13/518 624"
"pat0498"	"yr2010"	"Solar Mounting/Rack"	"Warrenville  IL"	"IL"	"IL"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"IL"	2010	"topic-02"	1	"num-12/665 517"
"pat0203"	"yr2012"	"Solar Mounting/Rack"	"Mascoutah  IL"	"IL"	"IL"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"F16B"	"F24J"	"F24J"	"Y02E"	"H01L"	"IL"	2012	"topic-02"	1	"num-8099922"
"pat0595"	"yr2011"	"Solar Mounting/Rack"	"Philadelphia  PA"	"PA"	"PA"	"USA"	13	"Solar Mounting/Rack"	"E04D"	"Y02E"	"H01L"	"H01L"	"Y02E"	"F24J"	"PA"	2011	"topic-13"	1	"num-12/919 841"
"pat0018"	"yr2007"	"Solar Inverter"	"Dearborn  MI"	"MI"	"MI"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"MI"	2007	"topic-11"	1	"num-7256566"
"pat0554"	"yr2011"	"Solar Mounting/Rack"	"Perrysburg  OH"	"OH"	"OH"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"H01L"		"F24J"	"Y02E"	"H01L"	"OH"	2011	"topic-14"	1	"num-12/846 621"
"pat0458"	"yr2011"	"Solar Inverter"	"Roanoke  TX"	"TX"	"TX"	"USA"	9	"Solar Mounting/Rack"	"Y02B"	"Y02E"	"H01L"	"H01L"	"Y02E"	"H01R"	"TX"	2011	"topic-09"	1	"num-12/542 600"
"pat0231"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"G01R"			"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-8169226"
"pat0386"	"yr2009"	"Solar Inverter"	"Taipei City"	"N/A"	"N/A"	"Taiwan"	6	"Solar Inverter"	"H02J"	"Y02E"	"Y02B"	"H02J"	"Y02E"	"H02M"	"asia"	2009	"topic-06"	1	"num-12/153 381"
"pat0382"	"yr2008"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	8	"Solar Inverter"	"H02M"	"Y02E"		"H01L"	"Y02E"	"Y02B"	"CO"	2008	"topic-08"	1	"num-12/122 950"
"pat0259"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"H01H"			"Y02E"	"H02J"	"H01L"	"germany"	2012	"topic-07"	1	"num-8213133"
"pat0153"	"yr2011"	"Solar Inverter"	"Sunnyvale  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H02M"			"H02M"	"Y02E"	"H02J"	"Bay_Area"	2011	"topic-00"	1	"num-7929326"
"pat0846"	"yr2012"	"Solar Mounting/Rack"	"Nederland  CO"	"CO"	"CO"	"USA"	2	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02E"	"F24J"	"Y02E"	"H01L"	"CO"	2012	"topic-02"	1	"num-13/548 434"
"pat0637"	"yr2011"	"Solar Inverter"	"Fremont  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H02H"	"Y02E"		"H02M"	"Y02E"	"H02J"	"Bay_Area"	2011	"topic-00"	1	"num-13/028 152"
"pat0632"	"yr2011"	"Solar Monitoring  Solar Inverter"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	8	"Solar Inverter"	"H02J"	"Y02E"	"H01L"	"H01L"	"Y02E"	"Y02B"	"middle_east"	2011	"topic-08"	1	"num-13/015 612"
"pat0063"	"yr2009"	"Solar Mounting/Rack"	"Monrovia  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"H01L"	"Y02E"	"F24J"	"SOCAL"	2009	"topic-13"	1	"num-7622666"
"pat0024"	"yr2007"	"Solar Monitoring"	"Henderson  NV"	"NV"	"NV"	"USA"	5	"Solar Monitoring"	"Y04S"	"G01D"	"H04Q"	"Y04S"	"G06Q"	"Y02E"	"NV"	2007	"topic-05"	1	"num-7310052"
"pat0840"	"yr2012"	"Solar Mounting/Rack"	"Berkeley  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-02"	1	"num-13/527 444"
"pat0401"	"yr2009"	"Solar Mounting/Rack"	"Redwood City  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02B"	"F24J"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2009	"topic-14"	1	"num-12/237326"
"pat0749"	"yr2012"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"H01L"			"Y02E"	"H01L"	"F24J"	"Bay_Area"	2012	"topic-12"	1	"num-13/269 580"
"pat0029"	"yr2008"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"germany"	2008	"topic-11"	1	"num-7352549"
"pat0737"	"yr2012"	"Site Assessment"	"Niestetal"	"N/A"	"N/A"	"Germany"	1	"Site Assessment"	"G01R"	"H02S"		"G01W"	"G06Q"	"G01R"	"germany"	2012	"topic-01"	1	"num-13/234 250"
"pat0044"	"yr2009"	"Solar Mounting/Rack"	"Hoffman Estates  IL"	"IL"	"IL"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"IL"	2009	"topic-02"	1	"num-7476832"
"pat0077"	"yr2010"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"Y02B"	"H02M"	"H01L"	"Y02E"	"H01R"	"CO"	2010	"topic-09"	1	"num-7719140"
"pat0264"	"yr2012"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"Other_CA"	2012	"topic-06"	1	"num-8222767"
"pat0020"	"yr2007"	"Solar Monitoring"	"Washington  DC"	"DC"	"DC"	"USA"	3	"Solar Monitoring"	"H02J"	"Y02E"	"G06Q"	"H02J"	"Y02E"	"Y02B"	"DC"	2007	"topic-03"	1	"num-7274975"
"pat0356"	"yr2009"	"Solar Mounting/Rack"	"LaJolla  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"Y02E"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2009	"topic-02"	1	"num-11/842 484"
"pat0282"	"yr2012"	"Solar Monitoring"	"Ottawa"	"N/A"	"N/A"	"Canada"	11	"Solar Inverter"	"H01L"	"Y02E"	"H02J"	"Y02E"	"H02J"	"G05F"	"canada"	2012	"topic-11"	1	"num-8264193"
"pat0677"	"yr2011"	"Solar Inverter"	"Kingston"	"N/A"	"N/A"	"Canada"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"canada"	2011	"topic-11"	1	"num-13/094 207"
"pat0478"	"yr2010"	"Solar Mounting/Rack"	"Petaluma  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"H01L"	"H01R"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Other_CA"	2010	"topic-14"	1	"num-12/592 889"
"pat0511"	"yr2011"	"Solar Inverter"	"Perrysburg  OH"	"OH"	"OH"	"USA"	11	"Solar Inverter"	"Y02E"	"H02J"		"Y02E"	"H02J"	"G05F"	"OH"	2011	"topic-11"	1	"num-12/722 129"
"pat0087"	"yr2010"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	13	"Solar Mounting/Rack"	"H02M"			"H01L"	"Y02E"	"F24J"	"OR"	2010	"topic-13"	1	"num-7768154"
"pat0626"	"yr2011"	"Solar Mounting/Rack"	"Kirchdorf"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"germany"	2011	"topic-14"	1	"num-12/997 267"
"pat0812"	"yr2012"	"Solar Inverter"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	10	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"middle_east"	2012	"topic-10"	1	"num-13/430 388"
"pat0628"	"yr2012"	"Solar Inverter"	"Palatine  IL"	"IL"	"IL"	"USA"	12	"Solar Mounting/Rack"	"H01L"	"H02H"	"H02M"	"Y02E"	"H01L"	"F24J"	"IL"	2012	"topic-12"	1	"num-13/004 962"
"pat0098"	"yr2010"	"Solar Mounting/Rack"	"Richmond  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"Y02B"	"Y02E"	"Y02E"	"H01L"	"F24J"	"Bay_Area"	2010	"topic-12"	1	"num-7807918"
"pat0174"	"yr2011"	"Solar Inverter"	"Herzelia"	"N/A"	"N/A"	"Israel"	6	"Solar Inverter"	"H02M"	"H02J"		"H02J"	"Y02E"	"H02M"	"middle_east"	2011	"topic-06"	1	"num-8013472"
"pat0147"	"yr2011"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	10	"Solar Inverter"	"G05F"			"H02J"	"Y02E"	"H02M"	"CO"	2011	"topic-10"	1	"num-7919953"
"pat0656"	"yr2011"	"Solar Mounting/Rack"	"Pisa"	"N/A"	"N/A"	"Italy"	2	"Solar Mounting/Rack"	"Y02E"	"F24J"	"H01L"	"F24J"	"Y02E"	"H01L"	"europe"	2011	"topic-02"	1	"num-13/061 365"
"pat0463"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"	"F24J"	"H01L"	"Y02E"	"F24J"	"Bay_Area"	2010	"topic-13"	1	"num-12/561 254"
"pat0017"	"yr2007"	"Solar Monitoring"	"Oberhaching"	"N/A"	"N/A"	"Germany"	5	"Solar Monitoring"	"G01D"	"H05B"	"G08C"	"Y04S"	"G06Q"	"Y02E"	"germany"	2007	"topic-05"	1	"num-7230532"
"pat0391"	"yr2009"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2009	"topic-14"	1	"num-12/177 133"
"pat0542"	"yr2010"	"Site Assessment"	"Surrey  CA"	"CA"	"CA"	"Canada"	5	"Solar Monitoring"	"G01W"	"G01C"		"Y04S"	"G06Q"	"Y02E"	"other"	2010	"topic-05"	1	"num-12/802 231"
"pat0492"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2010	"topic-02"	1	"num-12/626 878"
"pat0762"	"yr2012"	"Solar Mounting/Rack"	"Midway  UT"	"UT"	"UT"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"	"E04D"	"H01L"	"Y02E"	"F24J"	"UT"	2012	"topic-13"	1	"num-13/303 360"
"pat0326"	"yr2006"	"Solar Mounting/Rack"	"San Diego  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"H01L"	"Y02E"	"Y02B"	"Y02E"	"H01L"	"F24J"	"SOCAL"	2006	"topic-12"	1	"num-10/931 183"
"pat0095"	"yr2010"	"Solar Mounting/Rack"	"Foster City  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"H01Q"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2010	"topic-02"	1	"num-7797883"
"pat0441"	"yr2010"	"Solar Mounting/Rack"	"Grass Valley  CA"	"USA"	"USA"	"USA"	4	"Solar Mounting/Rack"	"F24J"	"Y02B"		"Y02B"	"H01L"	"Y02E"	"USA"	2010	"topic-04"	1	"num-12/456 079"
"pat0367"	"yr2008"	"Solar Monitoring"	"Raanana  IL"	"N/A"	"N/A"	"Israel"	5	"Solar Monitoring"	"Y02B"	"Y04S"	"G01D"	"Y04S"	"G06Q"	"Y02E"	"middle_east"	2008	"topic-05"	1	"num-11/951 419"
"pat0692"	"yr2012"	"Solar Mounting/Rack"	"Koln"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02B"	"Y02E"	"F24J"	"Y02E"	"H01L"	"germany"	2012	"topic-14"	1	"num-13/128 461"
"pat0800"	"yr2012"	"Solar Mounting/Rack"	"Malvern  PA"	"PA"	"PA"	"USA"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"PA"	2012	"topic-02"	1	"num-13/409 421"
"pat0566"	"yr2011"	"Solar Inverter"	"Munich"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"Y02E"	"Y04S"	"H02J"	"Y02E"	"H02J"	"H01L"	"germany"	2011	"topic-07"	1	"num-12/867 227"
"pat0719"	"yr2012"	"Solar Mounting/Rack"	"Mendham  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02B"		"F24J"	"Y02E"	"H01L"	"NJ"	2012	"topic-14"	1	"num-13/197 175"
"pat0323"	"yr2006"	"Solar Mounting/Rack"	"Berkeley  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2006	"topic-14"	1	"num-10/855 254"
"pat0332"	"yr2006"	"Solar Mounting/Rack"	"San Rafeal  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2006	"topic-04"	1	"num-11/326 271"
"pat0501"	"yr2010"	"Solar Inverter"	"Kingston"	"N/A"	"N/A"	"Canada"	0	"Solar Inverter"	"Y02E"	"H02M"	"Y02E"	"H02M"	"Y02E"	"H02J"	"canada"	2010	"topic-00"	1	"num-12/709 166"
"pat0035"	"yr2008"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"Y02E"	"H02M"	"H02J"	"H02M"	"Y02E"	"H02J"	"germany"	2008	"topic-00"	1	"num-7411802"
"pat0573"	"yr2011"	"Solar Monitoring"	"Yokohama"	"N/A"	"N/A"	"Japan"	11	"Solar Inverter"	"Y02E"	"H01M"		"Y02E"	"H02J"	"G05F"	"jp"	2011	"topic-11"	1	"num-12/892 581"
"pat0413"	"yr2010"	"Solar Mounting/Rack"	"Fort Collins  CO"	"CO"	"CO"	"USA"	7	"Solar Inverter"	"Y02E"	"H01L"		"Y02E"	"H02J"	"H01L"	"CO"	2010	"topic-07"	1	"num-12/326 209"
"pat0663"	"yr2011"	"Solar Inverter"	"Scottsdale  AZ"	"AZ"	"AZ"	"USA"	0	"Solar Inverter"	"H02M"	"H02J"		"H02M"	"Y02E"	"H02J"	"AZ"	2011	"topic-00"	1	"num-13/075 579"
"pat0081"	"yr2010"	"Solar Monitoring"	"Cold Spring  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"Y04S"	"H02J"	"Y04S"	"Y04S"	"G06Q"	"Y02E"	"NY"	2010	"topic-05"	1	"num-7742897"
"pat0038"	"yr2008"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	11	"Solar Inverter"	"H02M"	"H02J"		"Y02E"	"H02J"	"G05F"	"OR"	2008	"topic-11"	1	"num-7433215"
"pat0435"	"yr2009"	"Solar Mounting/Rack"	"Westford  MA"	"MA"	"MA"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"H01R"	"H01L"	"H01L"	"Y02E"	"H01R"	"MA"	2009	"topic-09"	1	"num-12/411 786"
"pat0086"	"yr2010"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"NM"	2010	"topic-14"	1	"num-7766292"
"pat0399"	"yr2010"	"Solar Inverter"	"Hayward  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"H02J"	"Y02E"	"H01L"	"Y02E"	"H02J"	"G05F"	"Bay_Area"	2010	"topic-11"	1	"num-12/230 381"
"pat0058"	"yr2009"	"Solar Mounting/Rack"	"San Rafael  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2009	"topic-02"	1	"num-7592537"
"pat0205"	"yr2012"	"Solar Monitoring"	"Branchburg  NJ"	"NJ"	"NJ"	"USA"	3	"Solar Monitoring"	"Y04S"	"H02J"	"Y04S"	"H02J"	"Y02E"	"Y02B"	"NJ"	2012	"topic-03"	1	"num-8103465"
"pat0242"	"yr2012"	"Solar Mounting/Rack"	"San Rafeal  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-8191320"
"pat0842"	"yr2012"	"Solar Mounting/Rack"	"Rochester  MI"	"MI"	"MI"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"H01L"	"Y02B"	"H01L"	"Y02E"	"MI"	2012	"topic-04"	1	"num-13/530 748"
"pat0070"	"yr2010"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"H02J"	"Y02B"	"H02M"	"Y02E"	"H02J"	"germany"	2010	"topic-00"	1	"num-7672149"
"pat0338"	"yr2007"	"Solar Mounting/Rack"	"Philadelphia  PA"	"PA"	"PA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"F24J"	"PA"	2007	"topic-13"	1	"num-11/533 094"
"pat0769"	"yr2012"	"Solar Monitoring"	"Osaka-shi"	"N/A"	"N/A"	"Japan"	6	"Solar Inverter"	"H01M"	"Y02E"	"H02J"	"H02J"	"Y02E"	"H02M"	"jp"	2012	"topic-06"	1	"num-13/318 260"
"pat0686"	"yr2011"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"CO"	2011	"topic-11"	1	"num-13/108 135"
"pat0506"	"yr2010"	"Solar Mounting/Rack"	"Tokyo"	"N/A"	"N/A"	"Japan"	9	"Solar Mounting/Rack"	"Y02E"	"H01R"	"H01L"	"H01L"	"Y02E"	"H01R"	"jp"	2010	"topic-09"	1	"num-12/715 791"
"pat0318"	"yr2012"	"Solar Inverter"	"Agrate Brianza"	"N/A"	"N/A"	"Italy"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"europe"	2012	"topic-06"	1	"num-8339112"
"pat0575"	"yr2012"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-12/895 328"
"pat0744"	"yr2012"	"Solar Monitoring"	"Maple Glen  PA"	"PA"	"PA"	"USA"	3	"Solar Monitoring"	"H02J"	"H01L"		"H02J"	"Y02E"	"Y02B"	"PA"	2012	"topic-03"	1	"num-13/253 629"
"pat0466"	"yr2010"	"Solar Mounting/Rack"	"Alameda  CA"	"USA"	"USA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"USA"	2010	"topic-04"	1	"num-12/564 732"
"pat0507"	"yr2011"	"Solar Inverter"	"Milpitas  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"Y02E"	"H01L"	"G05F"	"H02J"	"Y02E"	"H02M"	"Bay_Area"	2011	"topic-06"	1	"num-12/716 654"
"pat0073"	"yr2010"	"Solar Mounting/Rack"	"Harrisonburg  VA"	"VA"	"VA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"G01S"	"F24J"	"Y02E"	"H01L"	"VA"	2010	"topic-02"	1	"num-7692091"
"pat0802"	"yr2012"	"Solar Inverter"	"Hayward  CA"	"CA"	"CA"	"USA"	7	"Solar Inverter"	"G01R"			"Y02E"	"H02J"	"H01L"	"Bay_Area"	2012	"topic-07"	1	"num-13/412 480"
"pat0351"	"yr2009"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"Y02B"	"H01L"	"Y02E"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2009	"topic-08"	1	"num-11/777 397"
"pat0215"	"yr2012"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	7	"Solar Inverter"	"H02H"			"Y02E"	"H02J"	"H01L"	"CO"	2012	"topic-07"	1	"num-8134812"
"pat0360"	"yr2008"	"Solar Monitoring"	"Cupertino  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"H02J"	"Y02E"	"Y04S"	"H02J"	"Y02E"	"Y02B"	"Bay_Area"	2008	"topic-03"	1	"num-11/875 799"
"pat0503"	"yr2011"	"Solar Mounting/Rack"	"Berwyn  PA"	"PA"	"PA"	"USA"	9	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"H01R"	"PA"	2011	"topic-09"	1	"num-12/713 885"
"pat0793"	"yr2012"	"Solar Mounting/Rack"	"Suffern  NY"	"NY"	"NY"	"USA"	14	"Solar Mounting/Rack"	"H01R"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NY"	2012	"topic-14"	1	"num-13/399 073"
"pat0060"	"yr2009"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	6	"Solar Inverter"	"Y02E"	"Y02B"	"H02M"	"H02J"	"Y02E"	"H02M"	"CO"	2009	"topic-06"	1	"num-7605498"
